id,price,number_of_reviews,No_of_days_booked_per_year,occupany_rate
4035283,219,37,40.0,11.0
4036340,130,23,33.0,9.0
4041771,501,76,95.0,26.0
4042096,70,35,44.0,12.0
4048024,168,26,40.0,11.0
4048243,349,38,44.0,12.0
4049460,199,33,47.0,13.0
4053773,79,52,58.0,16.0
4061247,121,40,79.0,21.7
4061499,123,51,73.0,20.0
4062164,25,1,0.0,0.0
4067923,49,72,95.0,26.0
4071663,99,208,248.0,68.0
4072305,286,14,15.0,4.0
4072703,114,14,29.0,8.0
4077929,240,43,11.0,3.0
4079874,150,12,18.0,5.0
4085252,269,0,0.0,0.0
4086374,53,224,255.0,70.0
4102839,70,122,135.0,37.0
4106740,95,8,7.0,2.0
4114423,148,27,33.0,9.0
4122275,756,0,0.0,0.0
4122488,90,214,255.0,70.0
4123708,117,14,18.0,5.0
4124388,119,159,197.0,54.0
4132015,185,20,29.0,8.0
4137549,260,7,11.0,3.0
4139809,114,369,255.0,70.0
4144312,76,20,29.0,8.0
4145386,150,68,99.0,27.0
4145486,179,21,26.0,7.0
4148805,298,2,4.0,1.0
4151733,199,274,255.0,70.0
4152686,470,46,51.0,14.0
4157611,250,71,80.0,22.0
4157720,110,82,80.0,22.0
4159322,77,32,29.0,8.0
4165821,85,23,29.0,8.0
4175175,90,25,37.0,10.0
4175571,287,8,17.0,4.7
4183418,85,31,33.0,9.0
4183440,99,0,0.0,0.0
4185757,85,178,230.0,63.0
4187269,950,158,164.0,45.0
4192167,70,38,170.0,46.7
4192637,1800,18,26.0,7.0
4192903,62,11,11.0,3.0
4207349,73,20,119.0,32.7
4211072,100,0,0.0,0.0
4211153,151,11,15.0,4.0
4211458,121,13,85.0,23.3
4213275,90,184,197.0,54.0
4213475,45,142,248.0,68.0
4214392,114,80,80.0,22.0
4218771,29,2,26.0,7.0
4229540,130,2,8.0,2.3
4236199,195,25,37.0,10.0
4236387,77,2,4.0,1.0
4238287,349,52,51.0,14.0
4238368,250,14,22.0,6.0
4258210,144,50,122.0,33.3
4258803,144,124,142.0,39.0
4264224,80,0,0.0,0.0
4264326,396,68,88.0,24.0
4270253,215,17,22.0,6.0
4270358,100,5,7.0,2.0
4270922,124,80,117.0,32.0
4271078,289,36,40.0,11.0
4271449,349,28,33.0,9.0
4272434,240,8,10.0,2.7
4273167,65,41,47.0,13.0
4279493,85,129,255.0,70.0
4282081,170,58,84.0,23.0
4287875,49,65,69.0,19.0
4288021,141,191,168.0,46.0
4288651,80,4,4.0,1.0
4292023,90,0,0.0,0.0
4295536,70,17,18.0,5.0
4297380,121,1,0.0,0.0
4297942,121,22,39.0,10.7
4299424,76,1,0.0,0.0
4312547,199,1,0.0,0.0
4318008,226,35,51.0,14.0
4318856,109,52,84.0,23.0
4319341,150,93,99.0,27.0
4319549,499,0,0.0,0.0
4319611,119,91,131.0,36.0
4319874,110,33,47.0,13.0
4324807,85,13,37.0,10.0
4327686,289,3,4.0,1.0
4342764,199,161,172.0,47.0
4343563,70,3,4.0,1.0
4360190,225,3,15.0,4.0
4366691,349,6,11.0,3.0
4371142,425,61,77.0,21.0
4371442,199,3,4.0,1.0
4372398,130,54,68.0,18.7
4372668,230,0,0.0,0.0
4373902,39,0,0.0,0.0
4378693,125,227,226.0,62.0
4379177,65,66,55.0,15.0
4380033,80,160,179.0,49.0
4380357,185,307,255.0,70.0
4380508,1000,0,0.0,0.0
4390476,79,13,18.0,5.0
4395174,161,8,17.0,4.7
4395688,468,0,0.0,0.0
4402872,190,2,6.0,1.7
4419297,48,179,193.0,53.0
4424207,150,27,29.0,8.0
4424270,161,152,157.0,43.0
4424922,289,19,15.0,4.0
4425117,81,69,80.0,22.0
4426368,114,4,7.0,2.0
4431324,385,27,33.0,9.0
4431370,289,41,33.0,9.0
4431977,379,3,0.0,0.0
4432114,377,15,24.0,6.7
4440046,250,42,55.0,15.0
4440393,134,5,7.0,2.0
4448591,291,6,26.0,7.0
4450770,175,20,136.0,37.3
4464798,226,0,0.0,0.0
4465636,300,0,0.0,0.0
4469647,219,3,6.0,1.7
4470941,117,148,255.0,70.0
4473770,127,112,117.0,32.0
4476978,600,5,17.0,4.7
4485397,139,20,33.0,9.0
4486229,90,58,88.0,24.0
4496470,66,28,33.0,9.0
4501051,76,64,77.0,21.0
4503078,345,56,80.0,22.0
4503184,110,140,120.0,33.0
4503385,950,27,54.0,14.7
4503467,68,1,4.0,1.0
4503789,240,23,33.0,9.0
4505542,87,2,8.0,2.3
4512840,53,205,237.0,65.0
4513963,175,9,15.0,4.0
4514353,189,0,0.0,0.0
4515410,14,273,255.0,70.0
4519807,79,34,51.0,14.0
4520275,85,4,7.0,2.0
4520612,97,1,0.0,0.0
4521160,110,182,175.0,48.0
4526765,280,9,34.0,9.3
4532749,79,9,15.0,4.0
4533245,397,1,4.0,1.0
4540012,226,5,4.0,1.0
4541098,100,74,117.0,32.0
4549455,46,3,24.0,6.7
4549618,196,28,68.0,18.7
4559753,550,8,22.0,6.0
4560022,349,31,94.0,25.7
4560258,90,5,10.0,2.7
4567157,39,14,183.0,50.0
4567747,161,50,62.0,17.0
4570052,19,68,234.0,64.0
4570679,104,236,255.0,70.0
4570737,184,71,84.0,23.0
4577767,50,0,0.0,0.0
4583745,250,8,11.0,3.0
4591565,85,1,4.0,1.0
4597031,179,18,47.0,13.0
4597458,48,3,7.0,2.0
4601119,53,36,44.0,12.0
4606467,80,104,151.0,41.3
4606896,80,2,5.0,1.3
4607407,379,0,0.0,0.0
4609375,278,48,62.0,17.0
4614036,315,8,11.0,3.0
4616006,192,238,255.0,70.0
4617129,49,0,0.0,0.0
4618018,85,214,201.0,55.0
4619223,179,2,6.0,1.7
4619300,43,2,7.0,2.0
4623088,255,9,7.0,2.0
4626938,250,14,11.0,3.0
4631857,130,16,183.0,50.0
4632666,168,165,197.0,54.0
4634144,53,0,0.0,0.0
4639182,99,60,77.0,21.0
4639788,90,159,179.0,49.0
4639950,60,214,255.0,70.0
4644577,250,10,24.0,6.7
4645903,210,149,172.0,47.0
4646360,170,33,40.0,11.0
4653923,107,177,226.0,62.0
4654715,85,0,0.0,0.0
4655440,349,46,40.0,11.0
4662661,501,53,120.0,33.0
4662663,210,7,11.0,3.0
4663130,90,12,15.0,4.0
4664739,121,7,26.0,7.0
4665021,100,27,120.0,33.0
4669488,121,12,18.0,5.0
4671421,141,23,37.0,10.0
4672396,386,11,18.0,5.0
4674988,246,7,11.0,3.0
4681256,272,59,88.0,24.0
4682337,59,57,69.0,19.0
4688278,150,3,8.0,2.3
4689188,85,194,223.0,61.0
4695869,145,5,7.0,2.0
4696092,298,6,11.0,3.0
4700189,80,1,0.0,0.0
4710172,125,445,255.0,70.0
4711027,750,38,73.0,20.0
4711401,440,29,26.0,7.0
4712396,1000,0,0.0,0.0
4721162,63,78,102.0,28.0
4722485,671,24,33.0,9.0
4722563,80,6,51.0,14.0
4722593,49,3,4.0,1.0
4731707,179,0,0.0,0.0
4731710,70,1,0.0,0.0
4737699,155,307,255.0,70.0
4738665,49,5,7.0,2.0
4738673,160,156,223.0,61.0
4739010,134,18,26.0,7.0
4748965,49,21,33.0,9.0
4755207,121,8,7.0,2.0
4755721,130,73,95.0,26.0
4760239,300,7,12.0,3.3
4760737,110,2,6.0,1.7
4760960,148,22,47.0,13.0
4761089,76,187,212.0,58.0
4761194,141,94,110.0,30.0
4761612,130,82,69.0,19.0
4767182,1108,0,0.0,0.0
4768185,161,18,11.0,3.0
4769799,134,111,120.0,33.0
4771043,82,223,252.0,69.0
4776646,122,1,0.0,0.0
4777032,300,7,11.0,3.0
4777420,42,12,18.0,5.0
4777736,114,33,62.0,17.0
4779680,148,226,255.0,70.0
4786567,25,3,8.0,2.3
4786571,132,0,0.0,0.0
4788035,141,8,15.0,4.0
4788118,590,0,0.0,0.0
4796870,49,0,0.0,0.0
4804815,94,76,106.0,29.0
4810431,99,15,29.0,8.0
4810946,80,18,29.0,8.0
4811216,76,167,168.0,46.0
4813211,49,16,33.0,9.0
4815861,70,0,0.0,0.0
4817439,320,45,66.0,18.0
4818492,146,3,4.0,1.0
4824664,80,35,37.0,10.0
4824947,170,23,22.0,6.0
4826321,161,22,44.0,12.0
4826956,36,10,26.0,7.0
4830431,226,176,219.0,60.0
4832711,185,0,0.0,0.0
4834273,60,31,40.0,11.0
4841400,85,1,0.0,0.0
4841450,121,230,255.0,70.0
4844270,138,1,255.0,70.0
4846888,400,1,91.0,25.0
4848238,99,112,139.0,38.0
4849134,155,16,204.0,56.0
4849215,179,98,106.0,29.0
4849666,219,0,0.0,0.0
4851087,100,59,58.0,16.0
4867942,195,153,186.0,51.0
4868105,74,405,255.0,70.0
4868177,130,60,62.0,17.0
4868852,59,177,255.0,70.0
4869396,170,240,255.0,70.0
4869900,175,5,7.0,2.0
4874977,199,15,73.0,20.0
4876900,43,3,4.0,1.0
4882238,121,36,58.0,16.0
4890500,100,2,17.0,4.7
4890801,291,87,113.0,31.0
4893410,202,34,33.0,9.0
4896250,600,7,11.0,3.0
4896414,96,282,255.0,70.0
4903128,360,0,0.0,0.0
4903511,226,30,83.0,22.7
4909690,175,20,29.0,8.0
4917638,114,113,120.0,33.0
4918664,114,3,7.0,2.0
4923941,90,34,47.0,13.0
4924438,85,131,255.0,70.0
4925162,169,25,40.0,11.0
4925960,99,2,6.0,1.7
4926397,76,275,255.0,70.0
4933209,100,59,0.0,0.0
4933252,195,155,186.0,51.0
4933548,87,65,117.0,32.0
4933776,155,1,0.0,0.0
4937269,114,32,29.0,8.0
4937986,100,50,33.0,9.0
4942262,40,73,95.0,26.0
4943537,65,71,84.0,23.0
4943858,120,12,24.0,6.7
4944134,65,128,142.0,39.0
4949876,82,83,124.0,34.0
4950810,651,0,0.0,0.0
4953789,90,17,26.0,7.0
4957821,110,61,99.0,27.0
4958688,62,1,12.0,3.3
4959536,150,12,18.0,5.0
4960124,134,31,85.0,23.3
4967061,80,4,7.0,2.0
4969197,48,73,80.0,22.0
4978122,155,256,255.0,70.0
4979818,100,22,119.0,32.7
4981235,298,0,0.0,0.0
4986888,180,7,26.0,7.0
4987688,226,35,44.0,12.0
4988410,90,0,0.0,0.0
4989296,99,20,22.0,6.0
4989816,311,26,40.0,11.0
4991035,49,3,5.0,1.3
4991128,94,31,33.0,9.0
4997514,470,11,24.0,6.7
4999949,49,1,4.0,1.0
5000678,161,13,7.0,2.0
5001593,128,0,0.0,0.0
5005712,300,24,85.0,23.3
5005743,70,130,150.0,41.0
5006407,56,4,7.0,2.0
5014557,60,7,7.0,2.0
5015129,130,28,255.0,70.0
5021352,114,78,95.0,26.0
5022677,130,262,255.0,70.0
5023901,63,334,255.0,70.0
5024055,59,80,84.0,23.0
5025564,76,0,0.0,0.0
5028881,40,101,128.0,35.0
5030110,70,13,22.0,6.0
5030264,60,67,73.0,20.0
5040467,29,0,0.0,0.0
5041253,204,103,120.0,33.0
5043762,53,210,245.0,67.0
5045334,104,4,7.0,2.0
5050420,76,26,47.0,13.0
5051419,125,1,4.0,1.0
5053918,76,20,33.0,9.0
5053986,155,129,255.0,70.0
5054367,49,0,0.0,0.0
5059635,79,231,255.0,70.0
5068105,150,28,61.0,16.7
5068759,121,0,0.0,0.0
5069805,291,102,117.0,32.0
5069922,178,94,128.0,35.0
5077928,49,2,4.0,1.0
5079735,130,35,85.0,23.3
5080269,53,2,4.0,1.0
5086208,179,14,22.0,6.0
5086901,59,103,153.0,42.0
5086912,80,132,164.0,45.0
5094885,90,7,15.0,4.0
5096213,125,68,95.0,26.0
5097006,110,66,99.0,27.0
5097061,180,0,0.0,0.0
5105743,420,177,204.0,56.0
5106282,79,90,117.0,32.0
5107774,90,0,0.0,0.0
5107885,130,45,91.0,25.0
5115827,88,291,255.0,70.0
5118230,145,29,113.0,31.0
5118872,60,41,77.0,21.0
5126243,161,81,15.0,4.0
5126539,96,17,26.0,7.0
5129744,130,17,26.0,7.0
5130148,199,159,241.0,66.0
5136173,210,46,47.0,13.0
5146070,85,0,0.0,0.0
5146380,94,1,4.0,1.0
5147323,70,57,73.0,20.0
5152991,121,8,15.0,4.0
5153740,70,58,62.0,17.0
5154743,45,81,95.0,26.0
5155313,199,2,4.0,1.0
5155933,380,6,15.0,4.0
5156655,199,4,7.0,2.0
5173452,94,75,120.0,33.0
5176624,111,188,212.0,58.0
5178012,96,61,80.0,22.0
5181933,145,71,88.0,24.0
5183418,185,25,33.0,9.0
5186313,48,60,88.0,24.0
5194506,498,1,0.0,0.0
5194806,318,9,18.0,5.0
5194994,168,55,62.0,17.0
5194998,427,4,6.0,1.7
5195601,121,259,255.0,70.0
5196283,20,5,7.0,2.0
5205158,401,1,8.0,2.3
5206582,56,72,73.0,20.0
5207413,82,57,106.0,29.0
5213525,121,34,40.0,11.0
5214534,100,1,8.0,2.3
5215366,90,311,255.0,70.0
5220925,94,69,77.0,21.0
5221904,70,18,26.0,7.0
5221949,125,240,255.0,70.0
5222109,260,172,208.0,57.0
5223540,105,68,84.0,23.0
5223739,70,4,7.0,2.0
5232429,49,6,11.0,3.0
5242889,90,182,190.0,52.0
5243105,130,0,0.0,0.0
5250825,158,20,37.0,10.0
5263703,178,29,55.0,15.0
5274043,121,0,0.0,0.0
5274547,110,2,4.0,1.0
5278991,57,0,0.0,0.0
5280059,850,7,17.0,4.7
5280433,114,177,193.0,53.0
5282358,180,2,4.0,1.0
5288609,134,158,230.0,63.0
5290228,210,44,62.0,17.0
5292492,535,51,69.0,19.0
5299071,56,7,11.0,3.0
5299684,250,170,215.0,59.0
5307603,110,302,255.0,70.0
5309449,142,18,58.0,16.0
5310039,219,211,219.0,60.0
5310202,300,35,47.0,13.0
5311084,300,28,204.0,56.0
5311085,85,178,248.0,68.0
5320390,300,0,0.0,0.0
5328336,175,0,0.0,0.0
5328700,226,65,40.0,11.0
5338463,150,0,0.0,0.0
5346098,100,233,255.0,70.0
5348020,284,17,11.0,3.0
5348100,165,346,255.0,70.0
5355638,219,25,33.0,9.0
5363839,380,5,7.0,2.0
5364275,440,1,29.0,8.0
5364711,100,215,252.0,69.0
5365650,396,74,95.0,26.0
5366041,246,2,4.0,1.0
5367811,219,25,33.0,9.0
5373507,320,17,33.0,9.0
5375435,488,1,0.0,0.0
5378241,110,187,204.0,56.0
5385317,250,0,0.0,0.0
5385522,100,0,0.0,0.0
5387178,144,0,0.0,0.0
5389103,161,2,5.0,1.3
5406040,80,32,47.0,13.0
5406148,133,0,0.0,0.0
5406952,65,2,4.0,1.0
5409811,385,45,44.0,12.0
5415757,99,51,55.0,15.0
5417674,121,291,255.0,70.0
5423490,60,4,7.0,2.0
5423512,250,2,4.0,1.0
5424684,100,33,51.0,14.0
5434797,110,6,26.0,7.0
5435101,121,123,161.0,44.0
5435108,56,109,102.0,28.0
5435349,400,70,113.0,31.0
5435631,46,75,88.0,24.0
5436705,1150,0,0.0,0.0
5437334,125,1,0.0,0.0
5445169,130,75,120.0,33.0
5446575,130,6,11.0,3.0
5448821,120,90,91.0,25.0
5457104,106,161,204.0,56.0
5460150,117,94,120.0,33.0
5469649,91,28,33.0,9.0
5469752,90,11,18.0,5.0
5469804,170,85,110.0,30.0
5469945,280,118,157.0,43.0
5470169,300,88,117.0,32.0
5472208,56,127,135.0,37.0
5472920,100,217,255.0,70.0
5476231,96,214,255.0,70.0
5480926,60,7,11.0,3.0
5481966,85,77,110.0,30.0
5483061,151,35,63.0,17.3
5492059,130,0,0.0,0.0
5499316,140,66,146.0,40.0
5500530,70,127,164.0,45.0
5500960,62,84,113.0,31.0
5501496,219,108,128.0,35.0
5502603,150,1,5.0,1.3
5511194,199,29,47.0,13.0
5514054,120,136,139.0,38.0
5515173,110,62,91.0,25.0
5524016,280,34,55.0,15.0
5527538,120,2,6.0,1.7
5528392,50,0,0.0,0.0
5528542,165,0,0.0,0.0
5529384,57,91,106.0,29.0
5530844,915,11,11.0,3.0
5536380,196,61,84.0,23.0
5537813,99,89,113.0,31.0
5538330,129,0,0.0,0.0
5538585,80,153,234.0,64.0
5538880,85,9,15.0,4.0
5539233,110,15,34.0,9.3
5539780,198,52,58.0,16.0
5539982,150,0,0.0,0.0
5551392,99,387,255.0,70.0
5551419,219,35,58.0,16.0
5552321,189,479,255.0,70.0
5552322,192,288,255.0,70.0
5553131,85,80,131.0,36.0
5560763,40,15,26.0,7.0
5562438,80,6,26.0,7.0
5562640,76,20,29.0,8.0
5563873,401,23,33.0,9.0
5565524,161,145,201.0,55.0
5572035,172,69,170.0,46.7
5572338,100,40,7.0,2.0
5572617,400,0,0.0,0.0
5573248,190,172,219.0,60.0
5579535,287,41,51.0,14.0
5581488,155,35,47.0,13.0
5581793,150,149,190.0,52.0
5582222,121,6,18.0,5.0
5582340,49,83,172.0,47.0
5582346,121,17,59.0,16.3
5582654,110,0,0.0,0.0
5583818,90,112,131.0,36.0
5583938,45,8,11.0,3.0
5591692,90,101,120.0,33.0
5596132,151,11,18.0,5.0
5606625,77,6,7.0,2.0
5608969,91,45,55.0,15.0
5608998,130,4,12.0,3.3
5610324,255,34,47.0,13.0
5618239,128,17,29.0,8.0
5618563,250,8,11.0,3.0
5619274,121,36,58.0,16.0
5619434,385,46,58.0,16.0
5620625,127,181,190.0,52.0
5621244,79,80,110.0,30.0
5631025,178,6,10.0,2.7
5632136,189,153,197.0,54.0
5632208,167,60,47.0,13.0
5633418,121,1,0.0,0.0
5642428,127,24,26.0,7.0
5651867,241,0,0.0,0.0
5653532,121,14,22.0,6.0
5661632,225,0,0.0,0.0
5661754,49,33,47.0,13.0
5661998,90,64,80.0,22.0
5664121,45,39,106.0,29.0
5673806,280,39,44.0,12.0
5676138,40,3,7.0,2.0
5676285,199,252,255.0,70.0
5684857,80,106,157.0,43.0
5685583,700,57,102.0,28.0
5687337,40,0,0.0,0.0
5688367,121,89,252.0,69.0
5688428,49,33,55.0,15.0
5690849,150,0,0.0,0.0
5696129,56,33,55.0,15.0
5696505,106,12,18.0,5.0
5698398,100,0,0.0,0.0
5719869,65,6,11.0,3.0
5722038,108,133,164.0,45.0
5739222,110,387,255.0,70.0
5739457,179,63,92.0,25.3
5739642,250,4,17.0,4.7
5740492,196,95,135.0,37.0
5740700,151,1,37.0,10.0
5741639,139,129,212.0,58.0
5749677,90,141,255.0,70.0
5752124,600,0,0.0,0.0
5753425,100,0,0.0,0.0
5761661,45,0,0.0,0.0
5762622,155,39,55.0,15.0
5767593,80,1,0.0,0.0
5774459,131,14,37.0,10.0
5774594,121,47,47.0,13.0
5774999,96,86,113.0,31.0
5776953,161,11,43.0,11.7
5783938,121,12,18.0,5.0
5785393,1000,57,88.0,24.0
5787409,162,35,51.0,14.0
5788988,80,0,0.0,0.0
5797365,349,0,0.0,0.0
5807543,162,127,157.0,43.0
5807793,219,80,95.0,26.0
5808188,48,25,22.0,6.0
5816182,68,3,7.0,2.0
5817136,90,2,4.0,1.0
5817237,199,0,0.0,0.0
5825222,121,0,0.0,0.0
5826611,164,8,34.0,9.3
5827258,49,1,0.0,0.0
5827457,144,251,255.0,70.0
5827679,63,59,62.0,17.0
5827859,53,30,22.0,6.0
5831908,490,25,40.0,11.0
5832831,385,25,29.0,8.0
5833278,259,29,40.0,11.0
5837562,120,321,255.0,70.0
5837730,134,113,128.0,35.0
5838508,151,2,4.0,1.0
5840332,56,48,44.0,12.0
5840938,49,1,0.0,0.0
5850266,121,0,0.0,0.0
5850884,595,43,78.0,21.3
5851991,70,262,255.0,70.0
5851992,70,170,255.0,70.0
5862586,114,41,73.0,20.0
5863194,184,72,122.0,33.3
5863428,349,44,73.0,20.0
5865116,57,70,77.0,21.0
5874626,295,2,0.0,0.0
5875943,76,22,44.0,12.0
5876305,99,129,164.0,45.0
5878043,291,49,58.0,16.0
5884703,145,0,0.0,0.0
5894488,94,150,230.0,63.0
5895184,99,1,4.0,1.0
5905490,150,1,0.0,0.0
5906335,90,27,44.0,12.0
5909172,142,5,11.0,3.0
5909278,180,76,102.0,28.0
5920942,150,2,6.0,1.7
5922100,145,98,146.0,40.0
5932204,400,13,30.0,8.3
5934304,97,76,95.0,26.0
5946376,217,171,237.0,65.0
5946819,141,0,0.0,0.0
5952338,141,440,255.0,70.0
5958518,121,129,146.0,40.0
5959330,90,0,0.0,0.0
5960272,100,1,0.0,0.0
5970756,94,13,26.0,7.0
5972039,50,7,11.0,3.0
5979434,105,23,37.0,10.0
5980790,400,0,0.0,0.0
5981878,121,0,0.0,0.0
5982863,210,9,15.0,4.0
5991540,210,0,0.0,0.0
5991636,80,45,255.0,70.0
5992077,151,0,0.0,0.0
5993031,59,55,69.0,19.0
5994325,97,70,238.0,65.3
6006011,161,0,0.0,0.0
6007069,130,15,22.0,6.0
6009715,63,216,255.0,70.0
6009923,114,302,255.0,70.0
6022065,60,7,11.0,3.0
6031941,85,0,0.0,0.0
6033125,249,0,0.0,0.0
6035969,134,2,4.0,1.0
6044038,129,124,153.0,42.0
6046618,110,84,135.0,37.0
6049442,150,4,7.0,2.0
6055295,65,80,142.0,39.0
6055987,130,13,22.0,6.0
6065264,250,1,11.0,3.0
6065804,199,5,7.0,2.0
6065997,270,1,7.0,2.0
6066519,246,0,0.0,0.0
6066832,60,0,0.0,0.0
6067322,76,0,0.0,0.0
6069467,172,192,226.0,62.0
6069496,134,243,255.0,70.0
6079218,85,0,0.0,0.0
6079642,478,5,8.0,2.3
6081037,96,72,136.0,37.3
6093057,226,28,26.0,7.0
6094202,59,3,12.0,3.3
6094614,70,9,29.0,8.0
6095081,36,0,0.0,0.0
6096504,80,1,4.0,1.0
6096556,45,40,44.0,12.0
6096993,151,2,6.0,1.7
6097455,179,23,33.0,9.0
6106289,190,1,0.0,0.0
6107273,122,66,134.0,36.7
6107310,136,12,255.0,70.0
6111179,95,58,183.0,50.0
6121500,150,87,183.0,50.0
6133256,229,167,226.0,62.0
6133533,130,3,7.0,2.0
6139832,124,0,0.0,0.0
6147162,49,16,59.0,16.3
6156005,147,13,22.0,6.0
6157075,215,31,47.0,13.0
6157462,121,329,255.0,70.0
6157660,380,7,7.0,2.0
6157804,185,1,0.0,0.0
6158648,280,227,255.0,70.0
6169619,150,106,186.0,51.0
6170604,400,9,30.0,8.3
6170867,40,0,0.0,0.0
6171009,65,118,224.0,61.3
6178248,65,39,69.0,19.0
6187103,49,22,26.0,7.0
6188149,100,2,8.0,2.3
6189895,45,1,0.0,0.0
6190654,351,1,4.0,1.0
6191885,195,1,0.0,0.0
6201018,229,49,73.0,20.0
6202696,161,210,219.0,60.0
6203645,450,2,6.0,1.7
6206553,70,0,0.0,0.0
6213972,400,102,120.0,33.0
6218281,172,13,33.0,9.0
6228696,148,2,4.0,1.0
6230256,80,0,0.0,0.0
6239913,980,0,0.0,0.0
6240973,170,0,0.0,0.0
6241803,70,0,0.0,0.0
6249505,161,0,0.0,0.0
6249511,45,0,0.0,0.0
6253736,134,0,0.0,0.0
6253862,179,67,158.0,43.3
6263169,121,12,22.0,6.0
6276314,215,32,44.0,12.0
6276598,90,49,88.0,24.0
6277138,59,220,255.0,70.0
6280880,1508,18,26.0,7.0
6291034,114,128,175.0,48.0
6291892,246,4,7.0,2.0
6292251,250,42,51.0,14.0
6292346,246,3,7.0,2.0
6293655,226,15,43.0,11.7
6296249,46,0,0.0,0.0
6296326,114,14,26.0,7.0
6304528,140,72,102.0,28.0
6308924,85,113,180.0,49.3
6316148,59,61,95.0,26.0
6316968,87,2,34.0,9.3
6317464,85,3,6.0,1.7
6318580,121,0,0.0,0.0
6321423,170,13,22.0,6.0
6327278,49,0,0.0,0.0
6328765,200,23,15.0,4.0
6329042,199,10,22.0,6.0
6332070,70,27,33.0,9.0
6338315,105,104,135.0,37.0
6338464,81,82,142.0,39.0
6340292,76,0,0.0,0.0
6348552,150,139,175.0,48.0
6348830,100,1,0.0,0.0
6350249,80,5,11.0,3.0
6352200,110,104,131.0,36.0
6352378,70,6,26.0,7.0
6354970,170,71,195.0,53.3
6355537,495,43,55.0,15.0
6364442,121,222,255.0,70.0
6364908,450,17,18.0,5.0
6366310,70,49,248.0,68.0
6367683,269,148,204.0,56.0
6368387,121,79,99.0,27.0
6369380,170,76,80.0,22.0
6369465,99,20,33.0,9.0
6369654,170,75,62.0,17.0
6369910,170,38,51.0,14.0
6376284,43,0,0.0,0.0
6376408,40,1,0.0,0.0
6379076,160,152,172.0,47.0
6390245,374,0,0.0,0.0
6390692,110,0,0.0,0.0
6392309,141,53,47.0,13.0
6395912,49,81,88.0,24.0
6396006,79,51,77.0,21.0
6403908,258,0,0.0,0.0
6404244,105,58,128.0,35.0
6404320,124,0,0.0,0.0
6404335,100,0,0.0,0.0
6407347,125,159,215.0,59.0
6415899,60,52,88.0,24.0
6416547,219,93,102.0,28.0
6425313,481,93,106.0,29.0
6425703,199,1,0.0,0.0
6426903,100,21,29.0,8.0
6426991,90,2,7.0,2.0
6427245,141,3,7.0,2.0
6429136,127,318,255.0,70.0
6437340,60,2,4.0,1.0
6437639,199,0,0.0,0.0
6438220,164,21,58.0,16.0
6438888,121,2,26.0,7.0
6442365,141,8,0.0,0.0
6453078,40,71,80.0,22.0
6453248,43,24,67.0,18.3
6453511,196,41,58.0,16.0
6453619,1501,9,18.0,5.0
6453680,25,21,58.0,16.0
6454061,90,4,7.0,2.0
6454165,124,0,0.0,0.0
6454272,165,5,7.0,2.0
6458825,45,28,44.0,12.0
6464824,75,61,58.0,16.0
6465770,230,59,51.0,14.0
6481468,63,86,117.0,32.0
6481935,114,11,11.0,3.0
6482129,59,108,161.0,44.0
6482991,76,10,30.0,8.3
6485978,169,2,8.0,2.3
6493163,125,18,37.0,10.0
6494155,36,0,0.0,0.0
6494509,50,0,0.0,0.0
6497858,80,172,255.0,70.0
6516619,99,506,255.0,70.0
6517049,70,48,128.0,35.0
6519751,34,15,7.0,2.0
6521396,88,6,15.0,4.0
6527428,125,151,117.0,32.0
6530086,65,0,0.0,0.0
6533910,141,45,58.0,16.0
6534238,56,2,6.0,1.7
6534474,60,0,0.0,0.0
6544073,70,3,4.0,1.0
6545070,128,108,249.0,68.3
6549375,90,0,0.0,0.0
6558107,90,36,73.0,20.0
6559458,49,84,142.0,39.0
6562518,145,15,22.0,6.0
6575850,65,0,0.0,0.0
6576113,40,0,0.0,0.0
6576986,65,0,0.0,0.0
6583159,121,248,255.0,70.0
6595250,130,5,18.0,5.0
6596986,57,67,110.0,30.0
6609142,304,70,95.0,26.0
6613742,100,34,62.0,17.0
6614036,90,3,4.0,1.0
6614824,61,0,0.0,0.0
6616086,199,39,44.0,12.0
6616554,449,0,0.0,0.0
6619939,75,20,22.0,6.0
6627623,240,0,0.0,0.0
6630864,179,0,0.0,0.0
6631869,250,22,37.0,10.0
6633061,100,1,26.0,7.0
6633354,65,0,0.0,0.0
6634097,128,114,183.0,50.0
6635109,75,0,0.0,0.0
6636337,250,21,29.0,8.0
6643781,165,33,26.0,7.0
6644369,34,17,43.0,11.7
6644795,60,73,62.0,17.0
6646213,199,258,255.0,70.0
6646564,93,241,255.0,70.0
6647824,32,0,0.0,0.0
6648927,278,2,4.0,1.0
6650578,97,15,26.0,7.0
6651134,49,0,0.0,0.0
6651426,139,51,97.0,26.7
6651900,76,0,0.0,0.0
6667062,141,75,113.0,31.0
6678570,36,0,0.0,0.0
6682197,150,20,37.0,10.0
6682842,60,12,22.0,6.0
6683093,300,3,4.0,1.0
6692465,179,1,4.0,1.0
6695919,48,148,226.0,62.0
6706197,125,0,0.0,0.0
6706810,199,5,17.0,4.7
6708074,107,150,255.0,70.0
6709503,68,40,33.0,9.0
6715212,26,28,38.0,10.3
6716122,246,6,11.0,3.0
6717652,226,2,4.0,1.0
6722954,884,16,18.0,5.0
6723945,88,164,253.0,69.3
6731569,153,19,33.0,9.0
6732504,226,0,0.0,0.0
